legacy_url,payload_id,classification,notes
/2026/04/14/war-conflict-revealing-about-cloud/,82,200_PRESERVED,
/2026/04/28/infrastructure-decisions-are-becoming-timing-decisions/,83,200_PRESERVED,
/2026/05/19/your-server-room-is-not-a-data-centre/,84,200_PRESERVED,
/2026/06/02/health-data-sovereignty-ghana-digital-health-infrastructure/,85,200_PRESERVED,
/2026/06/15/ai-boom-africa-data-centres/,86,200_PRESERVED,
/2026/07/07/when-financial-data-comes-home-what-nigerias-new-direction-means-for-ghana/,87,200_PRESERVED,
/2026/07/28/what-happens-inside-a-tier-iv-data-centre-during-a-power-cut/,88,200_PRESERVED,
/mamadoukebe/,,301_REDIRECTED,→ /o-home/mamadoukebe/
/2023/11/21/bluespace-financial-cloud-and-onix-data-centre-join-forces-to-redefine-financial-technology-landscape/,,301_REDIRECTED,→ /2023/11/21/bluespace-financial-cloud-onix-data-centre/
/o-ghana/,,301_REDIRECTED,→ /o-home/o-ghana/
/senegal/,,301_REDIRECTED,→ /o-home/senegal/
/2024/01/16/navigating-the-future-reflecting-on-vertivs-2024-data-centre-trends-and-their-implications-for-onix-data-centre/,,301_REDIRECTED,→ /2024/01/16/navigating-2024-data-centre-trends/
/2024/03/07/the-role-of-edge-computing-in-ghanas-digital-transformation-in-ghana/,,301_REDIRECTED,→ /2024/03/07/edge-computing-in-ghana/
/home-v2/,,301_REDIRECTED,→ /o-home/home-v2/
/baraawafall/,,301_REDIRECTED,→ /o-home/senegal/baraawafall/
/o-home/eric-tenkorang/,,301_REDIRECTED,→ /o-home/o-ghana/eric-tenkorang/
/o-home/razak/,,301_REDIRECTED,→ /o-home/razak-awudulai/
/o-home/o-ghana/eric-tenkorang-copy/,,301_REDIRECTED,→ /o-home/o-ghana/staging123/
/o-ghana/contact-us/onix-team-contact/,,301_REDIRECTED,→ /o-ghana/onix-team-contact/
/pitch-competition/,,301_REDIRECTED,→ /pitch/
/2025/08/28/the-hidden-cost-of-latency-why-every-millisecond-matters-in-ghanas-digital-economy/,,301_REDIRECTED,→ /2025/08/28/hidden-latency-ghana/
/elementor-9727/,,301_REDIRECTED,→ /linx1/
/linx1/,,301_REDIRECTED,→ /linx/
/linx/,,301_REDIRECTED,→ /linxaccra/
/o-home/blog/,,301_REDIRECTED,→ /blog/
/o-home/about-us/,,301_REDIRECTED,→ /about-us/
/o-home/o-contact-us/,,301_REDIRECTED,→ /contact-us/
/home/o-infrastructure/,,301_REDIRECTED,→ /home/infrastructure/
/elementor-9089/,,EXCLUDED_APPROVED,Staging/duplicate/dev page
/home-english/,,EXCLUDED_APPROVED,Staging/duplicate/dev page
/home-francais/,,EXCLUDED_APPROVED,Staging/duplicate/dev page
/home/o-services/,,EXCLUDED_APPROVED,Staging/duplicate/dev page
/home/onix-team-contact/,,EXCLUDED_APPROVED,Staging/duplicate/dev page
/home/staging123/,,EXCLUDED_APPROVED,Staging/duplicate/dev page
/o-home/,,EXCLUDED_APPROVED,Staging/duplicate/dev page
/o-home/home-v2/,,EXCLUDED_APPROVED,Staging/duplicate/dev page
/staging-tab/,,EXCLUDED_APPROVED,Staging/duplicate/dev page
