content_id,old_url,seo_title_status,meta_description_status,canonical_status,social_status,robots_status,notes
39,/2024/03/18/digital-resilience-in-west-africa/,mapped,missing,mapped,missing,default,
38,/2024/03/07/edge-computing-in-ghana/,mapped,missing,mapped,missing,default,
37,/2024/02/20/solar-power-data-centres-sustainable/,mapped,missing,mapped,missing,default,
36,/2024/01/23/onix-growth-innovation-leadership-transition/,mapped,missing,mapped,missing,default,
35,/2024/01/16/navigating-2024-data-centre-trends/,mapped,missing,mapped,missing,default,
34,/2023/12/12/africas-data-centre-revolution/,mapped,missing,mapped,missing,default,
33,/2023/11/21/bluespace-financial-cloud-onix-data-centre/,mapped,missing,mapped,missing,default,
32,/2023/11/09/support-for-south-tongu-flood-relief/,mapped,missing,mapped,missing,default,
31,/2023/10/31/elevating-government-data-management-colocation-services/,mapped,missing,mapped,missing,default,
30,/2023/10/03/healthcare-colocation-data-centre/,mapped,missing,mapped,missing,default,
29,/2023/09/26/resilience-data-centres-natural-disasters/,mapped,missing,mapped,missing,default,
28,/2023/09/12/strategic-network-peering-a-beginners-guide/,mapped,missing,mapped,missing,default,
27,/2023/08/16/the-role-of-data-centres-in-smart-cities-the-future-of-urban-living-in-africa/,mapped,missing,mapped,missing,default,
26,/2023/08/02/solar-data-sustainable-solution/,mapped,missing,mapped,missing,default,
25,/2023/06/20/uptime-power-backup-onix-data-centre/,mapped,missing,mapped,missing,default,
24,/2023/02/17/onix-launch-dakar/,mapped,missing,mapped,missing,default,
23,/2023/05/11/tier-3-facility-in-dakar-2023-completion/,mapped,missing,mapped,missing,default,
22,/2023/05/09/protecting-your-data-the-importance-of-data-security-for-businesses-and-institutions/,mapped,missing,mapped,missing,default,
21,/2023/05/24/fire-suppression-data-centres/,mapped,missing,mapped,missing,default,
20,/2023/04/19/cold-aisle-containment-data-centre-cooling/,mapped,missing,mapped,missing,default,
19,/2023/03/23/senegal-the-next-singapore/,mapped,missing,mapped,missing,default,
18,/2023/03/08/colocation-data-centres/,mapped,missing,mapped,missing,default,
17,/2023/02/24/onix-ceo-mike-nahons-speech-senegal/,mapped,missing,mapped,missing,default,
16,/2022/12/20/onix-data-centre-accra-achieves-iso-27001-and-iso-9001-certification/,mapped,missing,mapped,missing,default,
15,/2022/11/29/afr-ix-onix-internet-data-partnership/,mapped,missing,mapped,missing,default,
14,/2022/11/17/onix-data-centre-announces-azure-stack-partnership-following-africa-tech-festival/,mapped,missing,mapped,missing,default,
13,/2021/09/21/onix-dc-accra-the-only-climate-friendly-data-centre-in-west-africa/,mapped,missing,mapped,missing,default,
12,/2021/06/07/africas-digital-economy-the-post-mobile-wave/,mapped,missing,mapped,missing,default,
11,/2021/04/06/why-african-data-centres-need-to-use-renewable-energy/,mapped,missing,mapped,missing,default,
10,/2021/03/04/african-infrastructure-investment-managers-acquires-majority-stake-in-ghana-based-data-centre-2/,mapped,missing,mapped,missing,default,
9,/2021/01/22/africa-drivers-of-growth-2021/,mapped,missing,mapped,missing,default,
8,/2020/12/21/connecting-the-unconnected-in-africa/,mapped,missing,mapped,missing,default,
7,/2020/12/21/broadband-the-most-effective-catalyst-for-development-in-emerging-markets/,mapped,missing,mapped,missing,default,
6,/2020/12/21/why-carrier-neutral-colocation-data-centres-will-predominate-in-africa/,mapped,missing,mapped,missing,default,
5,/2020/12/21/how-governments-can-help-grow-the-digital-economy-in-africa/,mapped,missing,mapped,missing,default,
4,/2020/12/21/challenges-in-data-centre-deployment-in-africa/,mapped,missing,mapped,missing,default,
3,/2020/11/21/why-africa-corporations-should-host-their-data-in-carrier-neutral-data-centres-not-in-house/,mapped,missing,mapped,missing,default,
2,/2025/10/28/africa-digital-cloud-resilience/,mapped,missing,mapped,missing,default,
1,/2025/11/13/what-is-peering/,mapped,missing,mapped,missing,default,
